,Crop_OpenAg,County,ACRES,Neighboring Counties,usda crop,price_2020,yield_2020
165,Corn,Sutter,5602.02491113,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Corn Grain,186.15,7.16
166,Corn,Tehama,1722.84608996,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Corn Grain,173.03,6.75
167,Corn,Tulare,118122.16035063,"['Kings', 'Inyo', 'Kern', 'Fresno']",Corn Silage,53.4,28.3
168,Corn,Ventura,46.27233384,"['Santa Barbara', 'Los Angeles', 'Kern']",,,
169,Corn,Yolo,10082.47807094,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Corn Grain,157.0,5.97
170,Corn,Yuba,1024.92337792,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
171,Cotton,Colusa,453.04668632,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",,,
172,Cotton,Fresno,34468.30803236,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Cotton Lint Pima,2255.37,0.88
173,Cotton,Glenn,1107.30177425,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Cotton Lint Upland,1396.8,0.75
174,Cotton,Imperial,2465.53332127,"['San Diego', 'Riverside']",Cotton Lint Upland,1437.8,0.83
175,Cotton,Kern,10515.66396438,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Cotton Lint Pima,2260.98,0.78
176,Cotton,Kings,87394.56650763,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",Cotton Lint Pima,2266.72,0.83
177,Cotton,Madera,392.91000002,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Cotton Lint Pima,2267.8,0.67
178,Cotton,Merced,31245.16340128,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Cotton Lint Pima,2470.57,0.75
179,Cotton,Riverside,4846.42323538,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Cotton Lint Upland,,
180,Cotton,San Joaquin,65.19424293,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",,,
181,Cotton,Sutter,267.73192722,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",,,
182,Cotton,Tulare,6769.17661934,"['Kings', 'Inyo', 'Kern', 'Fresno']",,,
183,Cucurbits,Butte,54.35682951,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
184,Cucurbits,Colusa,4438.68867029,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",,,
185,Cucurbits,Contra Costa,109.88422736,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",,,
186,Cucurbits,El Dorado,5.46277483,"['Sacramento', 'Placer', 'Alpine', 'Amador']",,,
187,Cucurbits,Fresno,20394.30226691,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Melons Cantaloupe,477.0,17.26
188,Cucurbits,Glenn,1803.76694503,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",,,
189,Cucurbits,Imperial,6071.41092135,"['San Diego', 'Riverside']",Melons Cantaloupe,446.35,36.24
190,Cucurbits,Kern,1943.77341699,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",,,
191,Cucurbits,Kings,984.92615865,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",,,
192,Cucurbits,Lake,3.34246661,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",,,
193,Cucurbits,Lassen,8.50434172,"['Sierra', 'Shasta', 'Modoc', 'Plumas']",,,
194,Cucurbits,Los Angeles,12.84735421,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
195,Cucurbits,Madera,48.53912045,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",,,
196,Cucurbits,Merced,3271.91077159,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",,,
197,Cucurbits,Monterey,72.68695577,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",Squash,613.04,10.38
198,Cucurbits,Placer,2.81985353,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",,,
199,Cucurbits,Riverside,2455.05821921,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Melons Cantaloupe,401.19,15.95
200,Cucurbits,Sacramento,831.01969418,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",,,
201,Cucurbits,San Benito,113.99661866,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",,,
202,Cucurbits,San Bernardino,3.10411525,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Pumpkins,431.21,12.36
203,Cucurbits,San Diego,17.65446502,"['Riverside', 'Orange', 'Imperial']",Squash,1465.89,9.03
204,Cucurbits,San Joaquin,9504.69289748,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Cucumbers,198.93,7.89
205,Cucurbits,San Luis Obispo,42.49270338,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",Squash,,
206,Cucurbits,Santa Barbara,449.38711952,"['Ventura', 'Kern', 'San Luis Obispo']",Squash,,
207,Cucurbits,Santa Clara,187.3301612,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",Squash,470.64,14.21
208,Cucurbits,Shasta,69.14888712,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",,,
209,Cucurbits,Solano,1674.58927116,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",,,
210,Cucurbits,Sonoma,42.94811115,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",,,
211,Cucurbits,Stanislaus,2636.21253771,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",,,
212,Cucurbits,Sutter,1675.88494337,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",,,
213,Cucurbits,Tehama,8.29807601,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",,,
214,Cucurbits,Tulare,65.80442169,"['Kings', 'Inyo', 'Kern', 'Fresno']",,,
215,Cucurbits,Ventura,163.62298656000002,"['Santa Barbara', 'Los Angeles', 'Kern']",,,
216,Cucurbits,Yolo,4783.20088849,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",,,
217,Cucurbits,Yuba,244.40699017,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
218,Field and Grain,Alameda,1557.66514233,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']",,,
219,Field and Grain,Amador,1570.50021615,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']",Hay Grain,,
220,Field and Grain,Butte,4614.25573622,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
221,Field and Grain,Calaveras,487.66620762,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']",Hay Grain,,
222,Field and Grain,Colusa,9025.59993596,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Wheat All,185.44,2.87
223,Field and Grain,Contra Costa,3526.24519931,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",Hay Grain,126.35,1.75
224,Field and Grain,Del Norte,351.04093068,"['Humboldt', 'Siskiyou']",,,
225,Field and Grain,El Dorado,13.11285309,"['Sacramento', 'Placer', 'Alpine', 'Amador']",,,
226,Field and Grain,Fresno,48743.8264929,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Wheat All,216.99,2.49
227,Field and Grain,Glenn,12970.50768537,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",Wheat All,179.79,3.19
228,Field and Grain,Humboldt,1512.82301491,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']",,,
229,Field and Grain,Imperial,38122.85148813,"['San Diego', 'Riverside']",Hay Other Unspecified,136.62,8.16
230,Field and Grain,Inyo,66.25361322,"['Mono', 'San Bernardino', 'Kern', 'Fresno', 'Tulare']",,,
231,Field and Grain,Kern,25633.42306556,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Wheat All,223.83,3.08
232,Field and Grain,Kings,38157.60261456,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",Wheat All,192.14,1.67
233,Field and Grain,Lake,1836.37257662,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",,,
234,Field and Grain,Lassen,13931.37921618,"['Sierra', 'Shasta', 'Modoc', 'Plumas']",Hay Other Unspecified,,
235,Field and Grain,Los Angeles,6178.65363754,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
236,Field and Grain,Madera,7719.59223391,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Hay Grain,,
237,Field and Grain,Marin,4622.05220615,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']",,,
238,Field and Grain,Mariposa,29.4045766,"['Tuolumne', 'Madera', 'Merced', 'Stanislaus']",,,
239,Field and Grain,Mendocino,4768.09743945,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']",,,
240,Field and Grain,Merced,38350.5712778,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Hay Grain,122.81,4.37
241,Field and Grain,Modoc,27043.29413342,"['Lassen', 'Shasta', 'Siskiyou']",Wheat All,173.85,3.5
242,Field and Grain,Mono,536.3885822999999,"['Inyo', 'Tuolumne', 'Alpine', 'Fresno', 'Madera']",,,
243,Field and Grain,Monterey,13562.67207372,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",Hay Grain,,
244,Field and Grain,Napa,1303.10175721,"['Sonoma', 'Solano', 'Yolo', 'Lake']",Hay Grain,,
245,Field and Grain,Nevada,56.825693650000005,"['Sierra', 'Placer', 'Yuba']",,,
246,Field and Grain,Orange,808.4191513,"['Los Angeles', 'San Diego', 'San Bernardino', 'Riverside']",,,
247,Field and Grain,Placer,4880.51473797,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",,,
248,Field and Grain,Plumas,2249.3505571,"['Sierra', 'Lassen', 'Shasta', 'Yuba', 'Tehama', 'Butte']",,,
249,Field and Grain,Riverside,20055.39268025,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Hay Other Unspecified,206.53,8.01
250,Field and Grain,Sacramento,25209.35862888,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",Wheat All,208.13,3.1
251,Field and Grain,San Benito,8995.27104817,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",Hay Grain,224.56,2.5
252,Field and Grain,San Bernardino,1544.08986939,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Hay Sudan,200.13,9.97
253,Field and Grain,San Diego,1307.38039149,"['Riverside', 'Orange', 'Imperial']",Hay Grain,139.13,1.99
254,Field and Grain,San Joaquin,28027.24891789,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",,,
255,Field and Grain,San Luis Obispo,20537.31868189,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",Hay Grain,185.62,2.26
256,Field and Grain,San Mateo,1545.98285554,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']",Hay Grain,192.47,2.0
257,Field and Grain,Santa Barbara,7516.57498381,"['Ventura', 'Kern', 'San Luis Obispo']",Hay Grain,,
258,Field and Grain,Santa Clara,4441.63726405,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",Hay Grain,134.05,2.0
259,Field and Grain,Santa Cruz,1142.43275966,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']",,,
260,Field and Grain,Shasta,5334.92100735,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",,,
261,Field and Grain,Sierra,698.28828922,"['Lassen', 'Yuba', 'Nevada', 'Plumas']",,,
262,Field and Grain,Siskiyou,35281.51523697,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']",Wheat All,220.22,3.32
263,Field and Grain,Solano,30120.73019331,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Wheat All,158.99,2.84
264,Field and Grain,Sonoma,19927.02456832,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",,,
265,Field and Grain,Stanislaus,11634.87229978,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Hay Grain,148.01,2.96
266,Field and Grain,Sutter,12189.11883975,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",Wheat All,186.36,2.61
267,Field and Grain,Tehama,8766.13438379,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Wheat All,179.52,3.18
268,Field and Grain,Trinity,61.38127301,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']",,,
269,Field and Grain,Tulare,44716.01736423,"['Kings', 'Inyo', 'Kern', 'Fresno']",Wheat All,208.01,2.45
270,Field and Grain,Tuolumne,53.13148707,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']",,,
271,Field and Grain,Ventura,2961.7316813,"['Santa Barbara', 'Los Angeles', 'Kern']",,,
272,Field and Grain,Yolo,40704.10809879,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Wheat All,195.0,2.94
273,Field and Grain,Yuba,2171.09979667,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
274,Grapes,Alameda,2836.6225961,"['San Francisco', 'Contra Costa', 'Santa Clara', 'San Joaquin', 'Stanislaus', 'San Mateo']",Grapes Wine,1497.69,5.14
275,Grapes,Amador,3708.1626066,"['Sacramento', 'Calaveras', 'Alpine', 'El Dorado', 'San Joaquin']",Grapes Wine,1318.31,2.31
276,Grapes,Butte,201.246893,"['Yuba', 'Colusa', 'Tehama', 'Sutter', 'Plumas', 'Glenn']",,,
277,Grapes,Calaveras,840.99357368,"['Tuolumne', 'Alpine', 'San Joaquin', 'Stanislaus', 'Amador']",Grapes Wine,1325.99,3.06
278,Grapes,Colusa,1363.00507251,"['Yolo', 'Butte', 'Sutter', 'Lake', 'Glenn']",Grapes Wine,684.67,6.02
279,Grapes,Contra Costa,1944.20966558,"['Sacramento', 'Sonoma', 'San Francisco', 'Marin', 'Solano', 'San Joaquin', 'Alameda']",Grapes Wine,,
280,Grapes,El Dorado,2434.2300036,"['Sacramento', 'Placer', 'Alpine', 'Amador']",Grapes Wine,,
281,Grapes,Fresno,147940.48532786,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Grapes Raisin,527.7608588957055,10.389185722253206
282,Grapes,Glenn,2.48784679,"['Mendocino', 'Colusa', 'Tehama', 'Butte', 'Lake']",,,
283,Grapes,Humboldt,128.33711704,"['Trinity', 'Mendocino', 'Del Norte', 'Siskiyou']",Grapes Wine,,
284,Grapes,Imperial,143.63695684,"['San Diego', 'Riverside']",,,
285,Grapes,Kern,85056.36119027,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",Grapes Raisin,1214.6392481203006,12.021879699248121
286,Grapes,Kings,6035.2016372,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",Grapes Raisin,408.37527522935784,17.18644167758847
287,Grapes,Lake,12239.99547956,"['Sonoma', 'Napa', 'Mendocino', 'Yolo', 'Colusa', 'Glenn']",Grapes Wine,1329.37,4.12
288,Grapes,Los Angeles,323.76762663,"['Ventura', 'San Bernardino', 'Kern', 'Orange']",,,
289,Grapes,Madera,57576.85363215,"['Mariposa', 'Mono', 'Tuolumne', 'Fresno', 'Merced']",Grapes Wine,364.8869424460432,11.038201438848919
290,Grapes,Marin,170.16968438,"['Sonoma', 'San Francisco', 'Solano', 'Contra Costa']",Grapes Wine,3607.69,1.33
291,Grapes,Mariposa,61.79857201,"['Tuolumne', 'Madera', 'Merced', 'Stanislaus']",Grapes Wine,,
292,Grapes,Mendocino,17408.3441672,"['Sonoma', 'Trinity', 'Humboldt', 'Tehama', 'Lake', 'Glenn']",Grapes Wine,,
293,Grapes,Merced,13065.67275388,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",Grapes Wine,440.41,10.91
294,Grapes,Modoc,11.97948202,"['Lassen', 'Shasta', 'Siskiyou']",,,
295,Grapes,Mono,13.74318799,"['Inyo', 'Tuolumne', 'Alpine', 'Fresno', 'Madera']",,,
296,Grapes,Monterey,52090.08733853,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",Grapes Wine,1123.98,2.1
297,Grapes,Napa,44729.90450622,"['Sonoma', 'Solano', 'Yolo', 'Lake']",Grapes Wine,4646.48,2.2
298,Grapes,Nevada,447.09622398,"['Sierra', 'Placer', 'Yuba']",Grapes Wine,,
299,Grapes,Placer,270.87501266,"['Sacramento', 'El Dorado', 'Yuba', 'Nevada', 'Sutter']",Grapes Wine,2235.49,2.79
300,Grapes,Riverside,8812.12652261,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Grapes Table,2459.6024627875504,6.03190798376184
301,Grapes,Sacramento,36667.75441114,"['Placer', 'Solano', 'Contra Costa', 'El Dorado', 'Yolo', 'San Joaquin', 'Sutter', 'Amador']",Grapes Wine,528.73,8.19
302,Grapes,San Benito,4502.78303152,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",Grapes Wine,,
303,Grapes,San Bernardino,451.84931368,"['Los Angeles', 'Inyo', 'Riverside', 'Kern', 'Orange']",Grapes Wine,1938.33,0.61
304,Grapes,San Diego,893.41164338,"['Riverside', 'Orange', 'Imperial']",Grapes Wine,1695.77,2.24
305,Grapes,San Joaquin,84121.52078842,"['Sacramento', 'Calaveras', 'Contra Costa', 'Alameda', 'Stanislaus', 'Amador']",Grapes Wine,,
306,Grapes,San Luis Obispo,45785.43035717,"['Santa Barbara', 'Kings', 'Monterey', 'Kern']",Grapes Wine,1640.89,3.04
307,Grapes,San Mateo,158.75956924,"['San Francisco', 'Santa Clara', 'Alameda', 'Santa Cruz']",Grapes Wine,,
308,Grapes,Santa Barbara,22545.19644214,"['Ventura', 'Kern', 'San Luis Obispo']",Grapes Wine,2192.43,2.97
309,Grapes,Santa Clara,1572.1774295,"['San Benito', 'Alameda', 'Merced', 'Stanislaus', 'San Mateo', 'Santa Cruz']",Grapes Wine,1983.77,3.49
310,Grapes,Santa Cruz,590.88771882,"['Monterey', 'San Benito', 'Santa Clara', 'San Mateo']",Grapes Wine,3008.75,2.39
311,Grapes,Shasta,146.44245426999998,"['Lassen', 'Trinity', 'Modoc', 'Tehama', 'Plumas', 'Siskiyou']",Grapes Wine,1000.0,2.5
312,Grapes,Siskiyou,3.75211621,"['Shasta', 'Trinity', 'Humboldt', 'Del Norte', 'Modoc']",,,
313,Grapes,Solano,5196.45701647,"['Sacramento', 'Sonoma', 'Marin', 'Napa', 'Contra Costa', 'Yolo']",Grapes Wine,945.94,5.6
314,Grapes,Sonoma,61842.41286431,"['Marin', 'Napa', 'Mendocino', 'Solano', 'Contra Costa', 'Lake']",Grapes Wine,2375.08,2.61
315,Grapes,Stanislaus,7655.69880782,"['Calaveras', 'Mariposa', 'Tuolumne', 'Santa Clara', 'San Joaquin', 'Alameda', 'Merced']",Grapes Wine,,
316,Grapes,Sutter,101.48525206,"['Sacramento', 'Placer', 'Yolo', 'Yuba', 'Colusa', 'Butte']",,,
317,Grapes,Tehama,260.73517648,"['Shasta', 'Trinity', 'Mendocino', 'Butte', 'Plumas', 'Glenn']",Grapes Wine,1804.79,4.23
318,Grapes,Trinity,128.65967224,"['Shasta', 'Mendocino', 'Humboldt', 'Tehama', 'Siskiyou']",Grapes Wine,,
319,Grapes,Tulare,43485.96416983,"['Kings', 'Inyo', 'Kern', 'Fresno']",Grapes Raisin,1325.9918386346005,10.523262218774244
320,Grapes,Tuolumne,51.8432861,"['Calaveras', 'Mariposa', 'Mono', 'Alpine', 'Madera', 'Stanislaus']",,,
321,Grapes,Ventura,88.89657233,"['Santa Barbara', 'Los Angeles', 'Kern']",,,
322,Grapes,Yolo,19923.8575478,"['Sacramento', 'Napa', 'Solano', 'Colusa', 'Sutter', 'Lake']",Grapes Wine,699.67,7.81
323,Grapes,Yuba,259.34873534,"['Sierra', 'Placer', 'Nevada', 'Butte', 'Sutter', 'Plumas']",,,
324,Lettuce,Fresno,8436.01758306,"['Kings', 'Monterey', 'Inyo', 'Mono', 'San Benito', 'Madera', 'Merced', 'Tulare']",Lettuce Head,595.92,18.24
325,Lettuce,Imperial,38756.21758907,"['San Diego', 'Riverside']",Lettuce Romaine,520.39,14.69
326,Lettuce,Kern,5464.05871242,"['Santa Barbara', 'Ventura', 'Los Angeles', 'Kings', 'Inyo', 'San Bernardino', 'Tulare', 'San Luis Obispo']",,,
327,Lettuce,Kings,124.70182158,"['Monterey', 'Kern', 'Fresno', 'Tulare', 'San Luis Obispo']",,,
328,Lettuce,Merced,893.93072998,"['Mariposa', 'San Benito', 'Fresno', 'Madera', 'Santa Clara', 'Stanislaus']",,,
329,Lettuce,Modoc,141.66010518000002,"['Lassen', 'Shasta', 'Siskiyou']",Lettuce Unspecified,3517.05,4.19
330,Lettuce,Monterey,112118.50555027,"['Kings', 'San Benito', 'Fresno', 'Santa Cruz', 'San Luis Obispo']",Lettuce Head,454.97,24.15
331,Lettuce,Riverside,6352.58611111,"['San Diego', 'San Bernardino', 'Orange', 'Imperial']",Lettuce Romaine,590.95,13.11
332,Lettuce,San Benito,13131.87271543,"['Monterey', 'Fresno', 'Santa Clara', 'Merced', 'Santa Cruz']",Lettuce Head,332.62,17.22
